1, 25, 400
3, 200, 305
4, 170, 300
5, 45, 390
6, 225, 145
7, 25, 25
8, 80, 290
9, 65, 150
10, 110, 210
11, 195, 370
12, 250, 60
13, 65, 155
14, 90, 80
15, 265, 120
16, 80, 255
17, 135, 215
18, 85, 295
20, 220, 140
22, 160, 70
23, 170, 175
24, 70, 370
25, 55, 250
26, 210, 95
27, 70, 275
29, 90, 80
30, 95, 45
31, 75, 285
32, 10, 285
33, 85, 30
34, 75, 105
35, 180, 180
36, 215, 380
37, 190, 390
38, 235, 95
39, 80, 275
40, 175, 310
41, 210, 60
42, 235, 340
43, 95, 300
44, 150, 30
45, 115, 405
46, 120, 225
47, 8, 65
48, 5, 270
49, 185, 395
50, 225, 170
51, 170, 89
52, 60, 240
53, 0, 130
54, 215, 305
55, 120, 130
57, 175, 400
58, 20, 385
59, 205, 135
60, 85, 46
61, 80,135
62, 55,45
63, 245,115
64, 245,105
66, 145,370
67, 240,0
68, 15,15
69, 195,88
70, 50,178
71, 210,385
72, 94,306
73, 145,203
74, 38,95
75, 215,352
